Participant_ID,Year Born,Age,Gender,Track,Artist,Genre,Control?,Year_Released,Know_Prior,Know_After,Memory,Mem_pos_neg,Age_mem,Age_To_Release
1047,1999,22,F,There Goes My Baby,Charlie Wilson,R&B and Hip-Hop,1,2008,0,0,0,,,-9
1047,1999,22,F,TRIALS,STARSET,Rock,0,2019,0,1,0,,,-20
1047,1999,22,F,30,Badflower,Rock,0,2020,0,0,1,1,21,0
1047,1999,22,F,Meadow,Stone Temple Pilots,Rock,0,2018,0,0,0,,,-19
1047,1999,22,F,Suspicions,Eddie Rabbitt,Pop,1,1979,0,0,0,,,20
1047,1999,22,F,Crazy In Love,Nicol Sponberg,Pop,1,2007,1,,1,1,10,2
1047,1999,22,F,The Entertainer,Marvin Hamlisch,Pop,1,1974,0,1,1,1,4,29
1047,1999,22,F,Any Other Night,Sharissa Dawes,R&B and Hip-Hop,1,2002,0,1,1,1,17,14
1047,1999,22,F,"Girls, Girls, Girls",JAY-Z,R&B and Hip-Hop,1,2001,0,0,0,,,-2
1047,1999,22,F,Hollaback Girl,Gwen Stefani,R&B and Hip-Hop,1,2004,1,,1,1,15,10
1047,1999,22,F,Burn It To The Ground,Nickelback,Rock,1,2008,0,1,1,1,21,12
1047,1999,22,F,Fallen Angel,Three Days Grace,Rock,0,2015,0,0,0,,,-16
1047,1999,22,F,Save Me,Shinedown,Rock,1,2005,0,1,0,,,-6
1021,2002,19,F,Wake Me Up,Avicii,Dance/Electronic,0,2013,1,,1,1,18,7
1021,2002,19,F,Faded,Zhu,Dance/Electronic,0,2014,0,0,0,,,-12
1021,2002,19,F,No Promises,Cheat Codes featuring Demi Lovato,Dance/Electronic,0,2017,0,1,0,,,-15
1021,2002,19,F,Happier,Marshmellow & Bastille,Pop,0,2018,1,,1,0,,-16
1021,2002,19,F,Try,Colbie Caillat,Pop,0,2014,0,0,0,,,-12
1021,2002,19,F,Too Good At Goodbyes,Sam Smith,Pop,0,2017,1,,0,,,-15
1021,2002,19,F,Party Monster,The Weeknd,R&B and Hip-Hop,0,2016,0,0,0,,,-14
1021,2002,19,F,In My Feelings,Drake,R&B and Hip-Hop,0,2018,1,,1,1,16,0
1021,2002,19,F,Sky Walker,Miguel featuring Travis Scott,R&B and Hip-Hop,0,2017,0,0,0,,,-15
1021,2002,19,F,Open Wide,Calvin Harris featuring Big Sean,Dance/Electronic,1,2014,0,0,1,1,14,2
1021,2002,19,F,First Love,Lost Kinds & Sabrina Carpenter,Dance/Electronic,0,2017,0,0,1,1,14,-1
1021,2002,19,F,I Wanna Know,Alesso with Nico & Vinz,Dance/Electronic,1,2016,0,0,0,,,-14
1021,2002,19,F,How Long,Eagles,Pop,1,2007,0,0,1,1,19,14
1021,2002,19,F,We've Saved The Best For Last,Kenny G,Pop,1,1988,0,0,0,,,14
1021,2002,19,F,Put Your Records On,Corinne Bailey Rae,Pop,1,2006,0,1,1,1,18,14
1021,2002,19,F,Ain't Nothin' Goin' On But The Rent,Gwen Guthrie,R&B and Hip-Hop,1,1986,0,0,0,,,16
1021,2002,19,F,Wild Thing,Tone-Loc,R&B and Hip-Hop,1,1989,0,0,1,1,15,28
1021,2002,19,F,All The Stars,Kendrick Lamar with SZA,R&B and Hip-Hop,0,2018,0,0,0,,,-16
1015,1965,56,F,Headed For Heartbreak,Winger,Rock,0,1988,0,0,1,1,14,-9
1015,1965,56,F,Forever Man,Eric Clapton,Rock,0,1985,1,,0,,,-20
1015,1965,56,F,Stick Around,Julian Lennon,Rock,0,1986,0,0,0,,,-21
1015,1965,56,F,You've Got Me To Hold On To,Tanya Tucker,Country,0,1978,0,0,1,1,12,-1
1015,1965,56,F,I'll Never Stop Loving You,Gary Morris,Country,0,1985,0,0,0,,,-20
1015,1965,56,F,Just Another Woman In Love,Anne Murray,Country,0,1994,0,1,1,1,15,-14
1015,1965,56,F,Back On The Breadline,Hunters & Collectors,Alternative,0,1988,0,0,1,1,18,-5
1015,1965,56,F,Pee-A-Boo,Siouxsie and the Banshees,Alternative,0,1988,1,,1,1,20,-3
1015,1965,56,F,Metropolis,The Church,Alternative,0,1990,1,,1,1,24,-1
1015,1965,56,F,What It Is,Jonathan Davis,Rock,1,2018,0,0,0,,,-53
1015,1965,56,F,Animal I Have Become,Three Days Grace,Rock,1,2006,0,0,0,,,-41
1015,1965,56,F,Highway,Bleeker,Rock,1,2016,0,1,1,1,47,-4
1015,1965,56,F,Somebody's Daughter,Tenille Town,Country,1,2020,0,1,1,1,50,-5
1015,1965,56,F,Easy,Sheryl Crow,Country,1,2013,0,0,1,1,42,-6
1015,1965,56,F,Modern Day Bonnie and Clyde,Travis Tritt,Country,1,2000,0,0,1,1,44,9
1015,1965,56,F,Tear You Apart,She Wants Revenge,Alternative,1,2005,0,0,1,0,,-40
1015,1965,56,F,Tighten Up,The Black Keys,Alternative,1,2010,1,,1,1,50,5
1015,1965,56,F,DARE,Gorillaz,Alternative,1,2005,0,0,0,,,-40
1048,1981,40,M,Cold (But I'm Still Here),Evans Blue,Rock,0,2006,0,0,0,,,-25
1048,1981,40,M,World Wide Suicide,Pearl Jam,Rock,0,2006,1,,1,1,16,-9
1048,1981,40,M,The Pot,TOOL,Rock,0,2006,1,,1,1,39,14
1048,1981,40,M,Poetic Justice,Kendrick Lamar & Drake,Rap,0,2012,1,,0,,,-31
1048,1981,40,M,Crooked Smile,J. Cole featuring TLC,Rap,1,2013,0,1,1,1,13,-19
1048,1981,40,M,Pop That,"French Montana, Rick Ross, Drake, Lil Wayne",Rap,1,2013,1,,1,1,25,-7
1048,1981,40,M,I Just Want To Dance With YOu,George Strait,Country,0,1998,1,,1,1,16,-1
1048,1981,40,M,Gonna Get A Life,Mark Chesnutt,Country,0,1994,0,0,0,,,-13
1048,1981,40,M,Wide Open Spaces,Dixie Chicks,Country,0,1998,1,,1,0,,-17
1048,1981,40,M,Living In A Dream,Finger Eleven,Rock,1,2010,0,0,0,,,-29
1048,1981,40,M,Less Than,Nine Inch Nails,Rock,1,2017,0,0,1,1,21,-15
1048,1981,40,M,Judas,Fozzy,Rock,1,2017,1,,1,1,38,2
1048,1981,40,M,No Worries,Lil Wayne & Details,Rap,1,2013,0,1,1,1,35,3
1048,1981,40,M,Caroline,Amine,Rap,1,2017,0,0,0,,,-36
1048,1981,40,M,POPSTAR,DJ Khaled featuring Drake,Rap,1,2020,1,,1,0,,-39
1048,1981,40,M,Hell On The Heart,Eric Church,Country,0,2009,0,0,0,,,-28
1048,1981,40,M,Already Callin' You Mine,Parmalee,Country,1,2013,0,0,0,,,-32
1048,1981,40,M,Someone I Used To Know,Zac Brown Band,Country,1,2019,0,0,1,1,30,-8
1044,1997,24,M,Kiss Somebody,Morgan Evans,Country,0,2018,1,,1,1,23,2
1044,1997,24,M,We Were,Keith Urban,Country,0,2019,1,,1,0,,-22
1044,1997,24,M,I'm Still A Guy,Brad Paisley,Country,0,2007,1,,1,1,10,0
1044,1997,24,M,Moment 4 Life,Nicki Minaj & Drake,R&B and Hip-Hop,0,2010,1,,0,,,-13
1044,1997,24,M,Juice,Lizzo,R&B and Hip-Hop,0,2019,0,1,0,,,-22
1044,1997,24,M,I Can Transform Ya,Chris Brown featuring Swizz Beats & Lil Wayne,R&B and Hip-Hop,0,2009,0,0,0,,,-12
1044,1997,24,M,S.O.S. (Sawwed Off Shotgun),The Glorious Sons,Rock,0,2017,0,0,0,,,-20
1044,1997,24,M,Pneuma,TOOL,Rock,0,2019,0,0,0,,,-22
1044,1997,24,M,Father Of All...,Green Day,Rock,0,2020,0,0,0,,,-23
1044,1997,24,M,Kiss Tomorrow Goodbye,Luke Bryan,Country,0,2011,1,,0,,,-14
1044,1997,24,M,Watching You,Watching You,Country,1,2006,1,,1,0,,-9
1044,1997,24,M,Chains,Patty Loveless,Country,1,1988,0,0,0,,,9
1044,1997,24,M,Old School Lovin',Chante Moor,R&B and Hip-Hop,1,1994,0,0,0,,,3
1044,1997,24,M,Not Anymore,LeToya,R&B and Hip-Hop,1,2009,0,0,0,,,-12
1044,1997,24,M,Still Fly,Big Tymers,R&B and Hip-Hop,1,2002,0,0,0,,,-5
1044,1997,24,M,Bat Country,Avenged Sevenfold,Rock,1,2005,0,0,0,,,-8
1044,1997,24,M,Heroes,Shinedown,Rock,1,2005,0,0,0,,,-8
1044,1997,24,M,Shine Down,Godsmack,Rock,1,2006,0,0,0,,,-9
1028,2000,21,M,Selfish,PnB Rock,R&B and Hip-Hop,0,2017,0,1,0,,,-17
1028,2000,21,M,Give It 2 U,Robin Thicke & Kendrick Lamar,R&B and Hip-Hop,0,2013,0,0,0,,,-13
1028,2000,21,M,Crew Love,Drake & The Weeknd,R&B and Hip-Hop,0,2011,0,0,0,,,-11
1028,2000,21,M,Let You Down,NF,Rap,0,2017,0,1,0,,,-17
1028,2000,21,M,The Monster,Eminem & Rihanna,Rap,0,2013,1,,1,1,13,0
1028,2000,21,M,OUT WEST,Travis Scott featuring Young Thug,Rap,0,2019,1,,1,1,20,1
1028,2000,21,M,Levitate,Hadouken!,Dance/Electronic,0,2013,0,0,0,,,-13
1028,2000,21,M,OK,"Robin Schulz, James Blunt",Dance/Electronic,0,2017,0,0,0,,,-17
1028,2000,21,M,Dare (La La La),Shakira,Dance/Electronic,0,2014,0,0,0,,,-14
1028,2000,21,M,Part II (On The Run),JAY-Z & Beyonce,R&B and Hip-Hop,0,2013,0,,,,,-13
1028,2000,21,M,Honey,Mariah Carey,R&B and Hip-Hop,1,1997,0,,,,,3
1028,2000,21,M,You Make Me Feel Brand New,The Stylistics,R&B and Hip-Hop,1,1973,0,,,,,27
1028,2000,21,M,Love Me,"Lil Wayne, Drake, Future",Rap,0,2013,1,,1,1,11,-2
1028,2000,21,M,Tapout,"Rich Gang, Lil Wayne, Birdman, Mack Maine, Nicki Minaj, Future",Rap,1,2013,1,,1,1,12,-1
1028,2000,21,M,Crooked Smile,J. Cole featuring TLC,Rap,1,2013,1,,1,1,18,5
1028,2000,21,M,Just One Last Time,David Guetta featuring Taped Rai,Dance/Electronic,1,2011,0,0,0,,,-11
1028,2000,21,M,Faded,ZHU,Dance/Electronic,1,2014,0,1,1,1,19,5
1028,2000,21,M,Divine Sorrow,Brody,Dance/Electronic,1,2014,0,0,0,,,-14
1018,1985,36,F,I Bet You Look Good On The Dancefloor,Arctic Monkeys,Alternative,0,2006,0,0,0,,,-21
1018,1985,36,F,Lifeline,Papa Roach,Alternative,0,2009,1,,0,,,-24
1018,1985,36,F,Hypnotize,System of a Down,Alternative,0,2005,1,,0,,,-20
1018,1985,36,F,Coming Undone,Korn,Rock,0,2005,0,0,1,0,,-20
1018,1985,36,F,Twisted Transistor,Korn,Rock,0,2005,0,0,1,0,,-20
1018,1985,36,F,What I've Done,Linkin Park,Rock,0,2007,1,,1,0,,-22
1018,1985,36,F,What Hurts The Most,Rascal Flatts,Pop,0,2006,1,,1,1,17,-4
1018,1985,36,F,Taking Chances,Celine Dion,Pop,0,2008,0,0,0,,,-23
1018,1985,36,F,Photograph,Nickelback,Pop,0,2005,1,,1,1,20,0
1018,1985,36,F,Up All Night,Beck,Alternative,1,2017,1,,1,1,20,-12
1018,1985,36,F,Whatever It Takes,Imagine Dragons,Alternative,1,2017,1,,1,1,29,-3
1018,1985,36,F,The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,Alternative,1,2011,0,0,1,1,16,-10
1018,1985,36,F,Lonely Boy,The Black Keys,Rock,1,2011,1,,1,1,25,-1
1018,1985,36,F,Fear Inoculum,TOOL,Rock,1,2019,0,0,0,,,-34
1018,1985,36,F,You're The One,Greta Van Fleet,Rock,1,2018,0,0,1,1,26,-7
1018,1985,36,F,Let Me Love You,DJ Snake & Justin Bieber,Pop,1,2016,1,,0,,,-31
1018,1985,36,F,What About Us,P!nk,Pop,1,2017,0,1,1,1,16,-16
1018,1985,36,F,Give You Up,Dido,Pop,1,2019,0,1,1,1,19,-15
1020,2000,21,F,Too Good At Goodbyes,Sam Smith,Pop,0,2017,1,,1,1,16,-1
1020,2000,21,F,We Don't Talk Anymore,Charlie Puth featuring Selena Gomez,Pop,0,2016,1,,1,1,16,0
1020,2000,21,F,human,Christina Perri,Pop,0,2014,1,,1,1,13,-1
1020,2000,21,F,I Really Wish I Hated You,blink-182,Alternative,0,2019,1,,0,,,-19
1020,2000,21,F,Hold On,Alabama Shakes,Alternative,0,2012,1,,0,,,-12
1020,2000,21,F,Breathing Underwater,Metric,Alternative,0,2012,0,0,0,,,-12
1020,2000,21,F,Tapout,"Rich Gang, Lil Wayne, Birdman, Mack Maine, Nicki Minaj, Future",Rap,0,2013,1,,0,,,-13
1020,2000,21,F,Wild Wild Love,Pitbull featuring G.R.L.,Rap,0,2014,1,,0,,,-14
1020,2000,21,F,i,Kendrick Lamar,Rap,0,2014,0,1,0,,,-14
1020,2000,21,F,All My Life,Kenny Rogers,Pop,1,1983,1,,0,,,17
1020,2000,21,F,Wait For Me,Bob Seger,Pop,1,2006,0,0,0,,,-6
1020,2000,21,F,La Isla Bonita,Madonna,Pop,1,1986,0,0,0,,,14
1020,2000,21,F,The Killing Jar,Siouxsie and the Banshees,Alternative,1,1988,0,0,0,,,12
1020,2000,21,F,"Steady, As She Goes",The Raconteurs,Alternative,1,2006,0,0,0,,,-6
1020,2000,21,F,Lay Me Down,Dirty Heads & Rome of Sublime,Alternative,1,2012,0,1,0,,,-12
1020,2000,21,F,Beware,"Big Sean, Lil Wayne, & Jhene Aiko",Rap,0,2013,1,,1,1,16,3
1020,2000,21,F,High School,Nicki Minaj & Lil Wayne,Rap,1,2012,1,,1,1,14,2
1020,2000,21,F,Red Nose,Sage The Gemini,Rap,1,2014,1,,1,1,15,1
1027,2000,21,M,Ride Or Die,The Knocks featuring Foster The People,Alternative,0,2018,1,,1,1,14,-4
1027,2000,21,M,Trampoline,SHAED,Alternative,0,2018,0,1,1,0,,-18
1027,2000,21,M,Don't Take The Money,Bleachers,Alternative,0,2017,0,0,1,1,17,0
1027,2000,21,M,Let Me Live,Rudimental & Major Lazor featuring Anne-Marie & Mr Eazi,Dance/Electronic,0,2019,0,0,0,,,-19
1027,2000,21,M,Ride It,Regard,Dance/Electronic,0,2019,1,,1,1,21,2
1027,2000,21,M,Instruction,Jax Jones featuring Demi Lovato & Stefflon Don,Dance/Electronic,0,2017,0,0,0,,,-17
1027,2000,21,M,Red Nose,Sage The Gemini,Rap,0,2013,1,,1,1,13,0
1027,2000,21,M,HIGHEST IN THE ROOM,Travis Scott,Rap,0,2019,1,,1,1,19,0
1027,2000,21,M,Don't Drop That Thun Thun,Finatticz,Rap,0,2012,1,,1,1,13,1
1027,2000,21,M,Thunder Clatter,Wild Cub,Alternative,1,2014,1,,1,0,,-14
1027,2000,21,M,Tighten Up,The Black Keys,Alternative,1,2010,1,,1,1,14,4
1027,2000,21,M,Woman,Wolfmother,Alternative,1,2006,0,0,0,,,-6
1027,2000,21,M,Working For It,"Zhu, Skrillex, THEY.",Dance/Electronic,0,2016,1,,1,1,18,2
1027,2000,21,M,Until You Were Gone,"The Chainsmokers, Tritonal, & Emily Warren",Dance/Electronic,0,2015,1,1,1,1,12,-3
1027,2000,21,M,Just One Last Time,David Guetta featuring Taped Rai,Dance/Electronic,1,2011,1,,0,,,-11
1027,2000,21,M,F**kin' Problems,"A$AP Rocky featuring Drake, 2 Chainz & Kendrick Lamar",Rap,1,2013,1,,1,1,18,5
1027,2000,21,M,i,Kendrick Lamar,Rap,1,2014,1,,1,1,13,-1
1027,2000,21,M,All Gold Everything,Trinidad James,Rap,1,2013,1,,1,1,9,-4
1013,2003,18,M,Been Away Too Long,Soundgarden,Rock,0,2012,0,0,0,,,-9
1013,2003,18,M,Work,Pop Evil,Rock,0,2021,0,0,0,,,-18
1013,2003,18,M,When The Curtain Falls,Greta Van Fleet,Rock,0,2018,0,1,0,,,-15
1013,2003,18,M,Van Horn,Saint Model,Alternative,0,2021,0,0,1,1,11,-7
1013,2003,18,M,Way down We Go,KALEO,Alternative,0,2016,1,,0,,,-13
1013,2003,18,M,Take Me To Church,Hozier,Alternative,0,2014,1,,1,1,15,4
1013,2003,18,M,Andromeda,Gorillaz featuring DRAM,Dance/Electronic,0,2017,0,0,0,,,-14
1013,2003,18,M,Middle,DJ Snake & Bipolar Sunshine,Dance/Electronic,0,2016,0,1,0,,,-13
1013,2003,18,M,Feels,"Calvin Harris & Funk Wav featuring Pharell Williams, Katy Perry & Big Sean",Dance/Electronic,0,2017,0,1,0,,,-14
1013,2003,18,M,Porn Star Dancing,My Darkest Days & Zakk Wylde,Rock,1,2010,0,0,0,,,-7
1013,2003,18,M,Hero,Skillet,Rock,1,2009,0,0,0,,,-6
1013,2003,18,M,Original Fire,Audioslave,Rock,1,2006,0,1,0,,,-3
1013,2003,18,M,Make It Stop,Rise Against,Alternative,1,2011,0,1,1,1,5,-3
1013,2003,18,M,Animal I Have Become,Three Days Grace,Alternative,1,2006,0,1,0,,,-3
1013,2003,18,M,A Different Way,DJ Snake with Lauv,Dance/Electronic,1,2017,0,0,0,,,-14
1013,2003,18,M,Hold On,NERVO,Dance/Electronic,1,2015,0,0,0,,,-12
1013,2003,18,M,Thinking About You,Calvin Harris featuring Ayah Marar,Dance/Electronic,1,2012,0,1,0,,,-9
1013,2003,18,M,King Without a Crown,Matisyahu,Alternative,1,2006,1,,1,1,6,3
1025,1997,24,M,The Bones,Maren Morris,Country,0,2019,1,,1,0,,-22
1025,1997,24,M,Pontoon,Little Big Town,Country,0,2013,1,,1,1,17,1
1025,1997,24,M,She Wouldn't Be Gone,Blake Shelton,Country,0,2008,0,1,0,,,-11
1025,1997,24,M,All of Me,Big Gigantic featuring Logic & ROZES,Dance/Electronic,0,2016,1,,0,,,-19
1025,1997,24,M,Holding On,Disclosure & Gregory Porter,Dance/Electronic,0,2015,1,,1,1,18,0
1025,1997,24,M,Setting Fires,The Chainsmokers & XYLO,Dance/Electronic,0,2016,1,,1,1,19,0
1025,1997,24,M,Started From the Bottom,Drake,Rap,0,2013,1,,1,1,17,1
1025,1997,24,M,All Me,"Drake, 2 Chainz, Big Sean",Rap,0,2013,1,,1,0,,-16
1025,1997,24,M,F**kin' Problems,"A$AP Rocky featuring Drake, 2 Chainz & Kendrick Lamar",Rap,0,2013,1,,1,1,16,0
1025,1997,24,M,I Wanna Do It All,Terri Clark,Country,1,2003,0,0,0,,,-6
1025,1997,24,M,You Won't Ever Be Lonely,Andy Griggs,Country,1,1999,0,0,0,,,-2
1025,1997,24,M,True Love Ways,Mickey Gilley,Country,1,1993,0,0,0,,,4
1025,1997,24,M,Wake Me Up,Avicii,Dance/Electronic,1,2013,1,,1,1,17,1
1025,1997,24,M,I Can't Stop,Flux Pavillion,Dance/Electronic,1,2010,1,,1,1,13,0
1025,1997,24,M,Boy Oh Boy,Diplo & Good Times Ahead,Dance/Electronic,1,2012,0,0,1,1,15,0
1025,1997,24,M,R.I.P.,Young Jeezy & 2 Chainz,Rap,1,2013,0,0,0,,,-16
1025,1997,24,M,Neva End,Future,Rap,1,2012,0,0,1,1,15,0
1025,1997,24,M,All Gold Everything,Trinidad James,Rap,1,2013,0,0,0,,,-16
1036,2000,21,M,SICKO MODE,Travis Scott,Rap,0,2018,1,,1,1,18,0
1036,2000,21,M,On Chill,Wale featuring Jeremih,Rap,0,2019,0,1,0,,,-19
1036,2000,21,M,The Woo,Pop Smoke featuring 50 Cent & Roddy Rich,Rap,0,2020,1,,0,,,-20
1036,2000,21,M,Murder On My Mind,YNW Melly,Rap,0,2018,1,,1,1,19,1
1036,2000,21,M,Stir Fry,Migos,Rap,0,2017,1,,0,,,-17
1036,2000,21,M,Ain't Worried About Nothin,French Montana,Rap,0,2013,1,,1,1,13,0
1036,2000,21,M,Never Be Like You,Flume featuring kai,Dance/Electronic,0,2016,0,1,1,1,19,3
1036,2000,21,M,Peanut Butter Jelly,Galantis,Dance/Electronic,0,2015,0,0,0,,,-15
1036,2000,21,M,Rise,Jonas Blue with Jack & Jack,Dance/Electronic,0,2018,0,0,0,,,-18
1036,2000,21,M,Type of Way,Rich Homie Quan,Rap,1,2013,1,,1,1,13,0
1036,2000,21,M,Everyday We Lit,YFN Lucci featuring PnB Rock,Rap,0,2017,1,,1,1,16,-1
1036,2000,21,M,Can't Hold Us,Macklemore & Ryan Lewis featuring Ray Dalton,Rap,1,2012,0,1,1,1,10,-2
1036,2000,21,M,Power Trip,J. Cole featuring Miguel,Rap,1,2013,1,,1,0,,-13
1036,2000,21,M,My Hitta,"YG, Young Jeezy, Rich Homie Quan",Rap,1,2013,1,,0,,,-13
1036,2000,21,M,Ball,T.I. featuring Lil Wayne,Rap,1,2009,0,1,1,1,14,5
1036,2000,21,M,How to Love,Cash Cash featuring Sofia Reyes,Dance/Electronic,1,2016,0,0,0,,,-16
1036,2000,21,M,Summer,Calvin Harris,Dance/Electronic,1,2014,0,0,0,,,-14
1036,2000,21,M,#SELFIE,The Chainsmokers,Dance/Electronic,1,2014,0,0,0,,,-14
1024,2000,21,M,Take Back the Night,Justin Timberlake,R&B and Hip-Hop,0,2013,1,1,0,1,13,0
1024,2000,21,M,Fuck Love,XXXTENTACION featuring Trippie Redd,R&B and Hip-Hop,0,2017,1,,0,,,-17
1024,2000,21,M,Right Above It,Lil Wayne & Drake,R&B and Hip-Hop,0,2010,1,,1,1,17,7
1024,2000,21,M,Live for the Night,Krewella,Dance/Electronic,0,2013,0,0,0,,,-13
1024,2000,21,M,Something Just Like This,The Chainsmokers & Coldplay,Dance/Electronic,0,2017,1,,1,1,18,1
1024,2000,21,M,Knock You Out,Bingo Players,Dance/Electronic,0,2014,0,0,0,,,-14
1024,2000,21,M,Antisocialist,Asking Alexandria,Rock,0,2020,0,0,0,,,-20
1024,2000,21,M,Stupid Girl (Only In Hollywood),Saving Abel,Rock,0,2010,0,0,0,,,-10
1024,2000,21,M,Adrenaline,Shinedown,Rock,0,2012,0,1,0,,,-12
1024,2000,21,M,Starboy,The Weeknd & Daft Punk,R&B and Hip-Hop,1,2016,1,,1,1,16,0
1024,2000,21,M,The Monster,Eminem & Rihanna,R&B and Hip-Hop,1,2013,1,,1,1,14,1
1024,2000,21,M,Me And Those Dreamin' Eyes...,D'Angelo,R&B and Hip-Hop,1,1995,0,0,0,,,5
1024,2000,21,M,Forever Now,Ne-Yo,Dance/Electronic,1,2012,0,0,0,,,-12
1024,2000,21,M,Be Together,Major Lazor with Wild Belle,Dance/Electronic,1,2015,0,1,0,,,-15
1024,2000,21,M,Be Right There,Diplo with Sleepy Tom,Dance/Electronic,1,2015,0,0,0,,,-15
1024,2000,21,M,What You Need,INXS,Rock,1,1985,0,0,0,,,15
1024,2000,21,M,Through Glass,Stone Sour,Rock,1,2006,0,0,0,,,-6
1024,2000,21,M,The Love In Your Eyes,Eddie Money,Rock,1,1988,0,0,0,,,12
1004,2000,21,F,Ring,Cardi B featuring Kehlani,R&B and Hip-Hop,0,2018,1,,1,1,17,-1
1004,2000,21,F,I Do,"Young Jeezy, JAY-Z, & André 3000",R&B and Hip-Hop,0,2011,1,,1,1,13,2
1004,2000,21,F,THat Part,Schoolboy Q & Kanye West,R&B and Hip-Hop,0,2016,0,1,1,1,19,3
1004,2000,21,F,Telephone,Lady Gaga & Beyonce,Dance/Electronic,1,2009,1,,1,1,9,0
1004,2000,21,F,Forever Yours,"Kygo, Avicii, & Sandro Cavazza",Dance/Electronic,0,2020,0,0,0,,,-20
1004,2000,21,F,Get Lucky,Daft Punk featuring Pharell Williams & Nile Rodgers,Dance/Electronic,0,2013,1,,1,1,12,-1
1004,2000,21,F,Walking On a Dream,Empire of the Sun,Alternative,1,2008,1,,1,1,15,7
1004,2000,21,F,Kamikazi,Walk the Moon,Alternative,0,2017,0,0,0,,,-17
1004,2000,21,F,The Way You Used To Go,Queens of the Stone Age,Alternative,0,2017,0,0,0,,,-17
1004,2000,21,F,ABC,The Jackson 5,R&B and Hip-Hop,1,1970,1,,1,1,7,37
1004,2000,21,F,Sometimes,The Facts of Life,R&B and Hip-Hop,1,1977,0,0,0,,,23
1004,2000,21,F,Watch Me (Whip/Nay Nay),Silentó,R&B and Hip-Hop,0,2015,1,,1,1,14,-1
1004,2000,21,F,Never Sleep Alone,Kaskade featuring Tess Comrie,Dance/Electronic,0,2015,0,0,0,,,-15
1004,2000,21,F,Easy,Matt Zo & Porter Robinson,Dance/Electronic,1,2013,0,0,0,,,-13
1004,2000,21,F,Give Life Back to Music,Daft Punk,Dance/Electronic,1,2013,0,0,0,,,-13
1004,2000,21,F,Bleed It Out,Linkin Park,Alternative,1,2007,0,1,0,,,-7
1004,2000,21,F,Bat Country,Avenged Sevenfold,Alternative,1,2005,0,0,0,,,-5
1004,2000,21,F,DARE,Gorillaz,Alternative,1,2005,0,0,0,,,-5
1026,1979,42,M,Twisted Transistor,Korn,Alternative,0,2005,1,,1,1,16,-10
1026,1979,42,M,When We Were Young,The Killers,Alternative,0,2006,1,,0,,,-27
1026,1979,42,M,No Way Back,Foo Fighters,Alternative,0,2005,1,,0,,,-26
1026,1979,42,M,No Myth,Michael Penn,Rock,0,1989,1,,0,,,-10
1026,1979,42,M,Animal I Have Become,Three Days Grace,Rock,0,2006,1,,1,0,,-27
1026,1979,42,M,Shine Down,Godsmack,Rock,0,2006,1,,1,1,19,-8
1026,1979,42,M,Put Your Records On,Ritt Momney,Pop,1,2020,0,0,0,,,-41
1026,1979,42,M,Have You Ever Seen The Rain,Rod Stewart,Pop,0,2006,1,,1,1,9,-18
1026,1979,42,M,Crazy,Gnarls Barkley,Pop,0,2006,1,,1,1,26,-1
1026,1979,42,M,Savior,Rise Against,Alternative,1,2008,1,,0,,,-29
1026,1979,42,M,Little Lion Man,Mumford & Sons,Alternative,1,2009,1,,1,0,,-30
1026,1979,42,M,Welcome to Your Life,Grouplove,Alternative,1,2017,1,,1,1,36,-2
1026,1979,42,M,This Probably Won't End Well,All That Remains,Rock,1,2015,0,0,0,,,-36
1026,1979,42,M,Love Bites (So Do I),Halestorm,Rock,1,2012,1,,1,1,8,-25
1026,1979,42,M,S.O.S. (Sawwed Off Shotgun),The Glorious Sons,Rock,1,2017,0,0,0,,,-38
1026,1979,42,M,Without You,David Guetta featuring Usher,Pop,1,2011,1,,0,,,-32
1026,1979,42,M,Back To You,Selena Gomez,Pop,1,2018,1,,1,1,39,0
1026,1979,42,M,Let's Stay Together,Seal,Pop,1,2012,1,,1,1,18,-15
1037,1999,22,M,The Climb,Miley Cyrus,Pop,0,2009,1,,1,0,,-10
1037,1999,22,M,I Like Me Better,Lauv,Pop,0,2018,1,,1,1,16,-3
1037,1999,22,M,I Won't Give Up,Jason Mraz,Pop,0,2012,0,1,1,1,14,1
1037,1999,22,M,Portland,"Drake, Quavo & Travis Scott",Rap,0,2017,1,,1,1,16,-2
1037,1999,22,M,23,"Mike WiLL Made-It, Miley Cyrus, Wiz Khalifa, & Juicy J",Rap,0,2013,1,,1,1,13,-1
1037,1999,22,M,No Worries,Lil Wayne & Detail,Rap,0,2013,1,,1,1,15,1
1037,1999,22,M,BEST ON EARTH,Russ featuring BIA,R&B and Hip-Hop,0,2020,1,,1,1,17,-4
1037,1999,22,M,Aston Martin Music,"Rick Ross, Drake, & Chrisette Michele",R&B and Hip-Hop,0,2010,1,,1,1,14,3
1037,1999,22,M,Main Chick,Kid Ink featuring Chris Brown,R&B and Hip-Hop,0,2014,1,,1,1,14,-1
1037,1999,22,M,Me And My Broken Heart,Rixton,Pop,1,2014,0,1,0,,,-15
1037,1999,22,M,You're Beautiful,James Blunt,Pop,1,2005,0,1,1,0,,-6
1037,1999,22,M,Wildest Dreams,Taylor Swift,Pop,0,2014,1,,0,,,-15
1037,1999,22,M,The Monster,Eminem & Rihanna,Rap,1,2013,1,,1,1,12,-2
